C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\center_2026_02_04_11_37_40_921.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\left_2026_02_04_11_37_40_921.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\right_2026_02_04_11_37_40_921.jpg, 0, 0, 0, 4.33097E-05
C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\center_2026_02_04_11_37_41_023.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\left_2026_02_04_11_37_41_023.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\right_2026_02_04_11_37_41_023.jpg, 0, 0, 0, 3.83828E-05
C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\center_2026_02_04_11_37_41_127.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\left_2026_02_04_11_37_41_127.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\right_2026_02_04_11_37_41_127.jpg, 0, 0, 0, 6.022476E-05
C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\center_2026_02_04_11_37_41_228.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\left_2026_02_04_11_37_41_228.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\right_2026_02_04_11_37_41_228.jpg, 0, 0, 0, 0.00011925
C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\center_2026_02_04_11_37_41_332.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\left_2026_02_04_11_37_41_332.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\right_2026_02_04_11_37_41_332.jpg, 0, 0.0720063, 0, 0.03403623
C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\center_2026_02_04_11_37_41_433.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\left_2026_02_04_11_37_41_433.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\right_2026_02_04_11_37_41_433.jpg, 0, 0.3674826, 0, 0.3463335
C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\center_2026_02_04_11_37_41_535.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\left_2026_02_04_11_37_41_535.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\right_2026_02_04_11_37_41_535.jpg, 0, 0.6726907, 0, 1.010961
C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\center_2026_02_04_11_37_41_635.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\left_2026_02_04_11_37_41_635.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\right_2026_02_04_11_37_41_635.jpg, -0.0466362, 0.9745473, 0, 2.063126
C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\center_2026_02_04_11_37_41_736.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\left_2026_02_04_11_37_41_736.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\right_2026_02_04_11_37_41_736.jpg, -0.3419745, 1, 0, 3.260733
C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\center_2026_02_04_11_37_41_839.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\left_2026_02_04_11_37_41_839.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\right_2026_02_04_11_37_41_839.jpg, -0.4064826, 1, 0, 4.444954
C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\center_2026_02_04_11_37_41_939.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\left_2026_02_04_11_37_41_939.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\right_2026_02_04_11_37_41_939.jpg, -0.1043842, 1, 0, 5.642474
C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\center_2026_02_04_11_37_42_040.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\left_2026_02_04_11_37_42_040.jpg, C:\Users\mohit\Desktop\Study\TnP\Self-driving\project\data-folder\IMG\right_2026_02_04_11_37_42_040.jpg, 0, 1, 0, 6.820601
